title,genres,overview,cast,director,keywords,vote_average,poster_path,language,industry
Alien: Resurrection (1997),Action Horror Sci-Fi,Movie with genres Action Horror Sci-Fi. User tags: ,,,,5.84,,English,Hollywood
Amistad (1997),Drama Mystery,Movie with genres Drama Mystery. User tags: ,,,,7.0,,English,Hollywood
"Apostle, The (1997)",Drama,Movie with genres Drama. User tags: ,,,,6.0,,English,Hollywood
Artemisia (1997),Drama,Movie with genres Drama. User tags: ,,,,8.0,,English,Hollywood
Bent (1997),Drama War,Movie with genres Drama War. User tags: ,,,,7.0,,English,Hollywood
"Butcher Boy, The (1997)",Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.0,,English,Hollywood
Deconstructing Harry (1997),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.75,,English,Hollywood
Flubber (1997),Children Comedy Fantasy,Movie with genres Children Comedy Fantasy. User tags: ,,,,6.0,,English,Hollywood
For Richer or Poorer (1997),Comedy,Movie with genres Comedy. User tags: ,,,,5.8,,English,Hollywood
Good Will Hunting (1997),Drama Romance,Movie with genres Drama Romance. User tags: heartwarming inspirational,,,heartwarming inspirational,8.16,,English,Hollywood
Home Alone 3 (1997),Children Comedy,Movie with genres Children Comedy. User tags: ,,,,3.75,,English,Hollywood
Midnight in the Garden of Good and Evil (1997),Crime Drama Mystery,Movie with genres Crime Drama Mystery. User tags: Savannah,,,Savannah,6.21,,English,Hollywood
Mouse Hunt (1997),Children Comedy,Movie with genres Children Comedy. User tags: ,,,,6.14,,English,Hollywood
Scream 2 (1997),Comedy Horror Mystery Thriller,Movie with genres Comedy Horror Mystery Thriller. User tags: sequel slasher spoof,,,sequel slasher spoof,5.84,,English,Hollywood
Stranger in the House (1997),Thriller,Movie with genres Thriller. User tags: ,,,,6.5,,English,Hollywood
"Sweet Hereafter, The (1997)",Drama,Movie with genres Drama. User tags: Canada death,,,Canada death,8.5,,English,Hollywood
Titanic (1997),Drama Romance,Movie with genres Drama Romance. User tags: romance shipwreck,,,romance shipwreck,6.83,,English,Hollywood
Tomorrow Never Dies (1997),Action Adventure Thriller,Movie with genres Action Adventure Thriller. User tags: ,,,,6.13,,English,Hollywood
"Postman, The (1997)",Action Adventure Drama Sci-Fi,Movie with genres Action Adventure Drama Sci-Fi. User tags: Kevin Costner Post apocalyptic,,,Kevin Costner Post apocalyptic,5.38,,English,Hollywood
"Horse Whisperer, The (1998)",Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.5,,English,Hollywood
Jackie Brown (1997),Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: ,,,,7.4,,English,Hollywood
Kundun (1997),Drama,Movie with genres Drama. User tags: ,,,,6.5,,English,Hollywood
Mr. Magoo (1997),Comedy,Movie with genres Comedy. User tags: ,,,,3.5,,English,Hollywood
"Big Lebowski, The (1998)",Comedy Crime,Movie with genres Comedy Crime. User tags: Coen Brothers Cult classic Highly quotable Jeff Bridges John Goodman Julianne Moore Nudity (Full Frontal) Philip Seymour Hoffman Steve Buscemi black comedy bowling classic coen brothers comedy crime cult film dark comedy deadpan drugs funny great dialogue great soundtrack imdb top 250 kidnapping marijuana off-beat comedy quirky ransom rug sarcasm satirical violence,,,Coen Brothers Cult classic Highly quotable Jeff Bridges John Goodman Julianne Moore Nudity (Full Frontal) Philip Seymour Hoffman Steve Buscemi black comedy bowling classic coen brothers comedy crime cult film dark comedy deadpan drugs funny great dialogue great soundtrack imdb top 250 kidnapping marijuana off-beat comedy quirky ransom rug sarcasm satirical violence,7.85,,English,Hollywood
Afterglow (1997),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,9.0,,English,Hollywood
My Life in Pink (Ma vie en rose) (1997),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.11,,English,Hollywood
Great Expectations (1998),Drama Romance,Movie with genres Drama Romance. User tags: Charles Dickens,,,Charles Dickens,6.64,,English,Hollywood
3 Ninjas: High Noon On Mega Mountain (1998),Action Children Comedy,Movie with genres Action Children Comedy. User tags: ,,,,8.0,,English,Hollywood
Senseless (1998),Comedy,Movie with genres Comedy. User tags: ,,,,4.0,,English,Hollywood
Wag the Dog (1997),Comedy,Movie with genres Comedy. User tags: ,,,,6.68,,English,Hollywood
Dark City (1998),Adventure Film-Noir Sci-Fi Thriller,Movie with genres Adventure Film-Noir Sci-Fi Thriller. User tags: amnesia,,,amnesia,7.65,,English,Hollywood
Hard Rain (1998),Action Crime Thriller,Movie with genres Action Crime Thriller. User tags: ,,,,5.0,,English,Hollywood
Half Baked (1998),Comedy,Movie with genres Comedy. User tags: ,,,,7.19,,English,Hollywood
Fallen (1998),Crime Drama Fantasy Thriller,Movie with genres Crime Drama Fantasy Thriller. User tags: ,,,,7.0,,English,Hollywood
Shooting Fish (1997),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,8.2,,English,Hollywood
Fallen Angels (Duo luo tian shi) (1995),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,4.0,,English,Hollywood
"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,Movie with genres Drama. User tags: ,,,,10.0,,English,Hollywood
Spice World (1997),Comedy,Movie with genres Comedy. User tags: ,,,,2.7,,English,Hollywood
Deep Rising (1998),Action Horror Sci-Fi,Movie with genres Action Horror Sci-Fi. User tags: ,,,,4.6,,English,Hollywood
Music From Another Room (1998),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,6.0,,English,Hollywood
"Replacement Killers, The (1998)",Action Crime Thriller,Movie with genres Action Crime Thriller. User tags: ,,,,5.86,,English,Hollywood
B. Monkey (1998),Crime Romance Thriller,Movie with genres Crime Romance Thriller. User tags: ,,,,5.0,,English,Hollywood
Night Flier (1997),Horror,Movie with genres Horror. User tags: ,,,,8.0,,English,Hollywood
Blues Brothers 2000 (1998),Action Comedy Musical,Movie with genres Action Comedy Musical. User tags: ,,,,5.42,,English,Hollywood
"Wedding Singer, The (1998)",Comedy Romance,Movie with genres Comedy Romance. User tags: 1980s,,,1980s,6.84,,English,Hollywood
Sphere (1998),Sci-Fi Thriller,Movie with genres Sci-Fi Thriller. User tags: good,,,good,5.52,,English,Hollywood
Palmetto (1998),Crime Drama Mystery Romance Thriller,Movie with genres Crime Drama Mystery Romance Thriller. User tags: ,,,,5.6,,English,Hollywood
As Good as It Gets (1997),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,7.4,,English,Hollywood
King of New York (1990),Crime Thriller,Movie with genres Crime Thriller. User tags: ,,,,7.8,,English,Hollywood
Twilight (1998),Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: ,,,,4.67,,English,Hollywood
U.S. Marshals (1998),Action Crime Thriller,Movie with genres Action Crime Thriller. User tags: ,,,,6.04,,English,Hollywood
Welcome to Woop-Woop (1997),Comedy,Movie with genres Comedy. User tags: ,,,,8.0,,English,Hollywood
Love and Death on Long Island (1997),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.0,,English,Hollywood
Everest (1998),Documentary IMAX,Movie with genres Documentary IMAX. User tags: In Netflix queue,,,In Netflix queue,8.5,,English,Hollywood
Hush (1998),Thriller,Movie with genres Thriller. User tags: ,,,,4.0,,English,Hollywood
Suicide Kings (1997),Comedy Crime Drama Mystery Thriller,Movie with genres Comedy Crime Drama Mystery Thriller. User tags: ,,,,6.85,,English,Hollywood
"Man in the Iron Mask, The (1998)",Action Adventure Drama,Movie with genres Action Adventure Drama. User tags: seen more than once,,,seen more than once,7.0,,English,Hollywood
"Newton Boys, The (1998)",Crime Drama,Movie with genres Crime Drama. User tags: ,,,,6.0,,English,Hollywood
Wild Things (1998),Crime Drama Mystery Thriller,Movie with genres Crime Drama Mystery Thriller. User tags: ,,,,6.03,,English,Hollywood
Paulie (1998),Adventure Children Comedy,Movie with genres Adventure Children Comedy. User tags: ,,,,4.62,,English,Hollywood
"Cool, Dry Place, A (1998)",Drama,Movie with genres Drama. User tags: ,,,,6.0,,English,Hollywood
Fireworks (Hana-bi) (1997),Crime Drama,Movie with genres Crime Drama. User tags: ,,,,8.0,,English,Hollywood
Primary Colors (1998),Comedy Drama,Movie with genres Comedy Drama. User tags: politics,,,politics,7.0,,English,Hollywood
Wide Awake (1998),Children Comedy Drama,Movie with genres Children Comedy Drama. User tags: ,,,,7.33,,English,Hollywood
Two Girls and a Guy (1997),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,4.0,,English,Hollywood
"Object of My Affection, The (1998)",Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.33,,English,Hollywood
Homegrown (1998),Comedy Thriller,Movie with genres Comedy Thriller. User tags: ,,,,2.0,,English,Hollywood
The Players Club (1998),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.0,,English,Hollywood
Barney's Great Adventure (1998),Adventure Children,Movie with genres Adventure Children. User tags: ,,,,4.0,,English,Hollywood
"Big One, The (1997)",Comedy Documentary,Movie with genres Comedy Documentary. User tags: ,,,,6.67,,English,Hollywood
Chinese Box (1997),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,6.5,,English,Hollywood
Lost in Space (1998),Action Adventure Sci-Fi,Movie with genres Action Adventure Sci-Fi. User tags: ,,,,4.9,,English,Hollywood
Mercury Rising (1998),Action Drama Thriller,Movie with genres Action Drama Thriller. User tags: ,,,,6.0,,English,Hollywood
"Spanish Prisoner, The (1997)",Crime Drama Mystery Thriller,Movie with genres Crime Drama Mystery Thriller. User tags: twist ending,,,twist ending,8.0,,English,Hollywood
City of Angels (1998),Drama Fantasy Romance,Movie with genres Drama Fantasy Romance. User tags: ,,,,6.76,,English,Hollywood
"Last Days of Disco, The (1998)",Comedy Drama,Movie with genres Comedy Drama. User tags: No DVD at Netflix,,,No DVD at Netflix,9.0,,English,Hollywood
"Odd Couple II, The (1998)",Comedy,Movie with genres Comedy. User tags: ,,,,4.5,,English,Hollywood
My Giant (1998),Comedy,Movie with genres Comedy. User tags: ,,,,6.0,,English,Hollywood
He Got Game (1998),Drama,Movie with genres Drama. User tags: ,,,,6.43,,English,Hollywood
"Gingerbread Man, The (1998)",Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,6.0,,English,Hollywood
Live Flesh (Carne trémula) (1997),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.75,,English,Hollywood
Zero Effect (1998),Comedy Mystery Thriller,Movie with genres Comedy Mystery Thriller. User tags: ,,,,7.93,,English,Hollywood
"Borrowers, The (1997)",Adventure Children Comedy Fantasy,Movie with genres Adventure Children Comedy Fantasy. User tags: ,,,,6.08,,English,Hollywood
Krippendorf's Tribe (1998),Comedy,Movie with genres Comedy. User tags: ,,,,5.14,,English,Hollywood
Kurt & Courtney (1998),Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
"Real Blonde, The (1997)",Comedy,Movie with genres Comedy. User tags: ,,,,7.0,,English,Hollywood
Mr. Nice Guy (Yat goh ho yan) (1997),Action Comedy,Movie with genres Action Comedy. User tags: ,,,,5.12,,English,Hollywood
Taste of Cherry (Ta'm e guilass) (1997),Drama,Movie with genres Drama. User tags: ,,,,7.33,,English,Hollywood
Character (Karakter) (1997),Drama,Movie with genres Drama. User tags: ,,,,5.25,,English,Hollywood
Species II (1998),Horror Sci-Fi,Movie with genres Horror Sci-Fi. User tags: ,,,,3.89,,English,Hollywood
Major League: Back to the Minors (1998),Comedy,Movie with genres Comedy. User tags: ,,,,4.86,,English,Hollywood
"Big Hit, The (1998)",Action Comedy Crime,Movie with genres Action Comedy Crime. User tags: ,,,,5.86,,English,Hollywood
Tarzan and the Lost City (1998),Action Adventure,Movie with genres Action Adventure. User tags: ,,,,4.0,,English,Hollywood
"Dancer, Texas Pop. 81 (1998)",Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.0,,English,Hollywood
"Misérables, Les (1998)",Crime Drama Romance War,Movie with genres Crime Drama Romance War. User tags: ,,,,7.5,,English,Hollywood
Clockwatchers (1997),Comedy,Movie with genres Comedy. User tags: ,,,,7.83,,English,Hollywood
Deep Impact (1998),Drama Sci-Fi Thriller,Movie with genres Drama Sci-Fi Thriller. User tags: ,,,,6.14,,English,Hollywood
Quest for Camelot (1998),Adventure Animation Children Fantasy Musical,Movie with genres Adventure Animation Children Fantasy Musical. User tags: ,,,,4.0,,English,Hollywood
Godzilla (1998),Action Sci-Fi Thriller,Movie with genres Action Sci-Fi Thriller. User tags: ,,,,3.91,,English,Hollywood
Bulworth (1998),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,6.54,,English,Hollywood
Fear and Loathing in Las Vegas (1998),Adventure Comedy Drama,Movie with genres Adventure Comedy Drama. User tags: ,,,,7.93,,English,Hollywood
"Opposite of Sex, The (1998)",Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,6.25,,English,Hollywood
Almost Heroes (1998),Adventure Comedy Western,Movie with genres Adventure Comedy Western. User tags: ,,,,4.0,,English,Hollywood
Hope Floats (1998),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,5.33,,English,Hollywood
Insomnia (1997),Drama Mystery Thriller,Movie with genres Drama Mystery Thriller. User tags: ,,,,7.5,,English,Hollywood
"Ugly, The (1997)",Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,4.0,,English,Hollywood
"Perfect Murder, A (1998)",Thriller,Movie with genres Thriller. User tags: ,,,,6.56,,English,Hollywood
Beyond Silence (Jenseits der Stille) (1996),Drama,Movie with genres Drama. User tags: In Netflix queue,,,In Netflix queue,9.0,,English,Hollywood
Six Days Seven Nights (1998),Adventure Comedy Romance,Movie with genres Adventure Comedy Romance. User tags: ,,,,5.69,,English,Hollywood
Can't Hardly Wait (1998),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,6.67,,English,Hollywood
High Art (1998),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.0,,English,Hollywood
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy Drama,Movie with genres Comedy Drama. User tags: In Netflix queue,,,In Netflix queue,8.0,,English,Hollywood
Dream for an Insomniac (1996),Drama Romance,Movie with genres Drama Romance. User tags: generation X,,,generation X,8.0,,English,Hollywood
Henry Fool (1997),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.67,,English,Hollywood
Mr. Jealousy (1997),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.0,,English,Hollywood
Mulan (1998),Adventure Animation Children Comedy Drama Musical Romance,Movie with genres Adventure Animation Children Comedy Drama Musical Romance. User tags: ,,,,7.13,,English,Hollywood
"X-Files: Fight the Future, The (1998)",Action Crime Mystery Sci-Fi Thriller,Movie with genres Action Crime Mystery Sci-Fi Thriller. User tags: conspiracy,,,conspiracy,6.88,,English,Hollywood
I Went Down (1997),Comedy Crime Drama,Movie with genres Comedy Crime Drama. User tags: ,,,,4.0,,English,Hollywood
Dr. Dolittle (1998),Comedy,Movie with genres Comedy. User tags: ,,,,5.22,,English,Hollywood
Out of Sight (1998),Comedy Crime Drama Romance Thriller,Movie with genres Comedy Crime Drama Romance Thriller. User tags: heist,,,heist,7.72,,English,Hollywood
Picnic at Hanging Rock (1975),Drama Mystery,Movie with genres Drama Mystery. User tags: Australia,,,Australia,8.0,,English,Hollywood
Smoke Signals (1998),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.78,,English,Hollywood
Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama Romance,Movie with genres Drama Romance. User tags: avant-garde romantic comedy elegiac melancholy quirky wry,,,avant-garde romantic comedy elegiac melancholy quirky wry,6.83,,English,Hollywood
Armageddon (1998),Action Romance Sci-Fi Thriller,Movie with genres Action Romance Sci-Fi Thriller. User tags: space,,,space,6.11,,English,Hollywood
Lethal Weapon 4 (1998),Action Comedy Crime Thriller,Movie with genres Action Comedy Crime Thriller. User tags: ,,,,5.7,,English,Hollywood
Madeline (1998),Children Comedy,Movie with genres Children Comedy. User tags: ,,,,5.0,,English,Hollywood
Small Soldiers (1998),Animation Children Fantasy War,Movie with genres Animation Children Fantasy War. User tags: ,,,,5.67,,English,Hollywood
Pi (1998),Drama Sci-Fi Thriller,Movie with genres Drama Sci-Fi Thriller. User tags: artsy atmospheric cerebral enigmatic existentialism hallucinatory insanity mathematics mental illness mindfuck paranoia paranoid surreal tense visually appealing,,,artsy atmospheric cerebral enigmatic existentialism hallucinatory insanity mathematics mental illness mindfuck paranoia paranoid surreal tense visually appealing,7.7,,English,Hollywood
Whatever (1998),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
There's Something About Mary (1998),Comedy Romance,Movie with genres Comedy Romance. User tags: Ben Stiller crude humor goofy,,,Ben Stiller crude humor goofy,7.35,,English,Hollywood
Plan 9 from Outer Space (1959),Horror Sci-Fi,Movie with genres Horror Sci-Fi. User tags: ,,,,6.38,,English,Hollywood
